tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,store_and_fwd_flag,PULocationID,DOLocationID,fare_amount,tip_amount
01/01/2020 00:28:05,01/01/2020 00:28:13,1,0,No,107,107,16,3.76
07/01/2020 15:37:06,07/01/2020 16:12:59,1,0,No,41,213,24.2,0
01/01/2020 00:49:18,01/01/2020 00:49:18,1,0,No,140,264,120,0
07/01/2020 16:21:34,07/01/2020 17:18:16,1,0,No,137,167,28.2,0
01/01/2020 00:27:28,01/01/2020 00:35:29,0,1.9,No,229,263,8.5,2.45
01/01/2020 01:00:29,01/01/2020 01:03:50,1,0.55,No,246,246,-4.5,0
01/01/2020 00:42:02,01/01/2020 00:52:52,0,1.7,No,170,107,9,2.55
01/01/2020 00:56:42,01/01/2020 01:04:32,0,1.1,No,107,4,7,0
01/01/2020 00:57:02,01/01/2020 00:57:09,1,0,No,237,237,22,2
01/01/2020 00:22:13,01/01/2020 00:53:05,1,0,No,89,56,36.2,0
01/01/2020 00:15:49,01/01/2020 00:24:54,0,1.3,No,125,79,8,2.35
01/01/2020 00:26:50,01/01/2020 00:30:35,0,0.6,Yes,79,113,4.5,3
01/01/2020 00:26:52,01/01/2020 00:43:14,0,6.1,No,148,263,20,4.76
01/01/2020 00:48:00,01/01/2020 00:53:01,0,0.8,No,236,236,5.5,1.85
01/01/2020 00:21:50,01/01/2020 00:28:43,2,0,No,113,90,6,0
01/01/2020 00:36:18,01/01/2020 01:02:38,1,0,No,107,262,18.5,3
01/01/2020 00:06:51,01/01/2020 00:21:09,1,3.93,No,148,141,-13.5,0
01/01/2020 00:40:30,01/01/2020 00:58:36,1,0.78,No,161,170,-11,0
01/01/2020 00:47:39,01/01/2020 01:30:51,1,0,No,213,178,49.2,0
01/01/2020 00:18:53,01/01/2020 00:51:09,0,19.6,No,132,25,54,11.05
01/01/2020 00:04:53,01/01/2020 00:26:25,1,11.35,No,107,14,-32.5,0
01/01/2020 00:38:52,01/01/2020 00:38:56,3,0,No,79,79,8.8,2
01/01/2020 00:28:41,01/01/2020 00:34:01,1,0.88,No,7,7,-5.5,0
01/01/2020 00:17:24,01/01/2020 00:19:41,0,0.3,No,158,158,3.5,1
01/01/2020 00:43:33,01/01/2020 01:08:31,1,0,No,152,90,22.2,0
01/01/2020 00:06:00,01/01/2020 00:27:31,1,0,No,254,42,28.2,0
01/01/2020 00:14:11,01/01/2020 00:37:31,0,13.2,No,170,14,37,0
01/01/2020 00:58:43,01/01/2020 01:48:42,0,13.9,No,148,116,45,0
01/01/2020 00:20:36,01/01/2020 00:36:35,0,1.8,No,107,170,11.5,0
01/01/2020 00:40:15,01/01/2020 01:01:23,0,1.9,No,170,246,14,0
01/01/2020 00:29:51,01/01/2020 00:53:50,1,0,No,179,10,32.2,0
01/01/2020 00:18:21,01/01/2020 00:18:59,1,0.16,No,148,148,-2.5,0
01/01/2020 00:12:00,01/01/2020 00:34:16,1,0,No,80,14,32.2,0
07/04/2020 07:18:32,07/04/2020 07:18:50,1,0,No,100,100,50,0
01/01/2020 00:32:26,01/01/2020 00:41:21,0,1.7,No,79,233,8,2.35
01/01/2020 00:47:35,01/01/2020 00:57:54,0,1.2,No,162,43,8,0
01/01/2020 00:58:18,01/01/2020 01:12:29,0,1.9,No,90,231,10.5,3.55
01/01/2020 00:21:47,01/01/2020 00:29:56,0,1.3,No,114,90,7.5,1
01/01/2020 00:37:16,01/01/2020 01:15:53,0,5.9,No,249,236,28,5.72
01/01/2020 00:25:40,01/01/2020 00:36:37,0,6.4,No,263,232,19,0
01/01/2020 00:41:15,01/01/2020 00:59:51,0,7.8,No,87,83,24.5,5.65
01/01/2020 00:15:07,01/01/2020 00:15:18,1,0,No,43,43,2.5,0
01/01/2020 00:57:55,01/01/2020 00:59:57,2,0,No,100,186,3.5,0
01/01/2020 00:52:34,01/01/2020 00:52:43,1,0,No,246,264,25,5.06
01/01/2020 00:57:46,01/01/2020 00:58:08,6,0,No,234,234,2.5,0
01/01/2020 00:32:16,01/01/2020 00:38:13,0,1.4,No,50,246,6.5,2.05
01/01/2020 00:53:00,01/01/2020 01:17:47,0,3.2,No,48,158,17.5,2
01/01/2020 00:09:33,01/01/2020 00:24:54,0,1.9,No,50,68,11.5,0
01/01/2020 00:56:01,01/01/2020 01:03:45,0,2.2,No,239,41,8.5,3.05
01/01/2020 00:05:02,01/01/2020 00:45:36,0,22.9,No,158,265,62.5,16.55
01/01/2020 00:54:04,01/01/2020 00:54:09,1,0,No,114,264,8,1.76
01/01/2020 00:26:01,01/01/2020 01:01:22,1,0,No,246,51,40.2,0
01/01/2020 00:59:35,01/01/2020 01:00:17,2,0,No,161,161,30,0
01/01/2020 00:14:34,01/01/2020 00:15:49,1,0.08,No,161,161,-3,0
01/01/2020 00:37:57,01/01/2020 00:38:04,1,0,No,79,79,2.5,3
01/01/2020 00:58:22,01/01/2020 01:26:33,0,5.5,Yes,161,87,23.5,0
01/01/2020 00:45:37,01/01/2020 00:45:38,1,0,No,264,264,12,2.46
01/01/2020 00:08:54,01/01/2020 00:14:54,0,1.2,No,162,141,6.5,3.05
01/01/2020 00:18:00,01/01/2020 00:24:05,0,1,No,141,229,6,0
01/01/2020 00:24:37,01/01/2020 00:31:19,1,1.26,No,79,45,-6.5,0
01/01/2020 00:00:46,01/01/2020 00:19:33,1,4,No,161,263,-16,0
01/01/2020 00:32:51,01/01/2020 00:34:24,1,0,No,114,114,30.2,0
01/01/2020 00:17:43,01/01/2020 00:21:58,3,0.68,No,158,125,-4.5,0
01/01/2020 00:15:23,01/01/2020 00:18:06,1,0.4,No,234,234,-4,0
01/01/2020 00:29:17,01/01/2020 00:29:19,1,0,No,265,264,115,23.16
01/01/2020 00:39:15,01/01/2020 00:39:50,1,0,No,132,132,2.5,0
01/01/2020 00:17:52,01/01/2020 00:18:52,2,0,No,234,234,0.1,0
01/01/2020 00:58:53,01/01/2020 01:29:54,1,0,No,116,81,33.2,0
01/01/2020 00:45:27,01/01/2020 00:52:00,1,0.6,No,233,162,-6,0
01/01/2020 00:14:43,01/01/2020 00:35:53,0,8.5,No,79,42,26,0
01/01/2020 00:44:33,01/01/2020 00:44:33,2,0,No,42,264,2.5,0
01/01/2020 00:21:02,01/01/2020 00:22:55,2,0,No,161,161,3,0
01/01/2020 00:21:29,01/01/2020 00:21:40,3,0,No,143,143,65.5,13.66
01/01/2020 00:41:57,01/01/2020 00:42:05,1,0,No,170,170,15,4.45
01/01/2020 00:51:59,01/01/2020 00:52:14,1,0,No,170,170,52,6
01/01/2020 00:23:25,01/01/2020 00:24:42,1,0,No,264,264,63,5
01/01/2020 00:24:53,01/01/2020 00:25:10,1,0,No,107,107,30,6.66
07/04/2020 10:04:16,07/04/2020 10:36:43,1,0,No,75,61,34.2,0
01/01/2020 01:10:25,01/01/2020 01:11:16,1,0,No,145,145,2.5,0
01/01/2020 01:11:32,01/01/2020 01:12:00,1,0,No,145,145,2.5,0
01/01/2020 01:06:25,01/01/2020 01:13:42,0,2.3,No,95,121,9,0
01/01/2020 01:37:45,01/01/2020 01:53:33,0,7.2,No,95,191,21.5,0
01/01/2020 01:50:04,01/01/2020 01:53:55,1,0.09,No,233,233,-4,0
01/01/2020 01:42:50,01/01/2020 01:52:17,0,2.2,No,97,80,9.5,2.15
01/01/2020 01:56:29,01/01/2020 02:33:25,0,9.1,No,255,75,33,7.35
01/01/2020 01:12:31,01/01/2020 01:26:10,0,1,No,144,148,9.5,0
01/01/2020 01:36:19,01/01/2020 01:45:34,0,1,No,148,144,7.5,0
01/01/2020 01:49:58,01/01/2020 02:54:44,0,26.9,No,144,265,92.5,0
01/01/2020 01:41:59,01/01/2020 02:01:07,0,2.7,No,170,142,14,0
01/01/2020 01:39:26,01/01/2020 02:03:58,1,0,No,14,133,24.2,0
01/01/2020 01:53:34,01/01/2020 01:54:17,4,0,No,129,129,0,0
01/01/2020 01:58:47,01/01/2020 02:00:07,4,0,No,129,129,45,0
01/01/2020 01:05:06,01/01/2020 01:16:59,0,1.7,No,90,144,9,0
01/01/2020 01:18:11,01/01/2020 01:29:29,0,1.8,No,144,107,9,3.33
01/01/2020 01:40:49,01/01/2020 01:50:34,0,1.2,No,107,186,8,2.45
01/01/2020 01:52:14,01/01/2020 01:57:22,0,0.9,No,186,249,5.5,0
01/01/2020 01:59:16,01/01/2020 02:03:53,0,0.8,No,249,79,5,0
01/01/2020 01:49:16,01/01/2020 01:49:28,2,0,No,238,264,41,0
01/01/2020 01:10:50,01/01/2020 01:42:37,0,5.5,No,107,87,23.5,2.5
01/01/2020 01:13:26,01/01/2020 01:36:52,0,3.2,No,237,234,16.5,0
01/01/2020 01:41:04,01/01/2020 01:49:50,0,1.1,No,234,107,7.5,0
01/01/2020 01:52:33,01/01/2020 02:03:38,0,1.5,No,137,224,9,2.55
01/01/2020 01:54:24,01/01/2020 01:55:20,1,0,No,263,263,2.5,0
01/01/2020 01:58:16,01/01/2020 02:17:57,1,0,No,108,76,28.2,0
01/01/2020 01:27:23,01/01/2020 01:37:51,0,1.9,No,229,186,9,3.8
01/01/2020 01:39:39,01/01/2020 01:55:07,0,2.3,No,186,229,11.5,0
01/01/2020 01:00:52,01/01/2020 01:10:00,0,1.7,No,229,263,8.5,0
01/01/2020 01:47:39,01/01/2020 01:59:16,0,2,No,152,151,10,0
01/01/2020 01:06:56,01/01/2020 01:47:14,1,0,No,225,250,38.2,0
01/01/2020 01:58:49,01/01/2020 02:19:27,0,2.2,No,246,107,13.5,0
01/01/2020 01:22:08,01/01/2020 01:22:29,1,0,No,116,116,13,0
01/01/2020 01:21:58,01/01/2020 01:29:56,0,0.9,No,239,239,7,0
07/04/2020 16:29:15,07/04/2020 16:29:23,2,0,No,168,168,2.5,0
01/01/2020 01:49:03,01/01/2020 01:57:21,0,1.5,No,238,24,8,2.35
01/01/2020 01:12:52,01/01/2020 01:37:33,0,3.2,No,141,249,16.5,4.05
07/04/2020 17:49:24,07/04/2020 17:49:29,1,0,No,239,264,2.5,0
01/01/2020 01:55:23,01/01/2020 01:57:33,0,0.2,No,262,262,21,0.06
07/05/2020 13:11:55,07/05/2020 13:12:04,0,0,No,264,264,2.5,10
01/01/2020 01:14:21,01/01/2020 01:23:17,0,1.5,No,234,249,7.5,2.25
01/01/2020 01:25:59,01/01/2020 01:37:21,0,1.5,No,249,234,9,2.55
01/01/2020 01:41:36,01/01/2020 02:02:06,0,1.8,No,164,158,13,0
01/01/2020 01:42:48,01/01/2020 01:42:48,1,0,No,211,264,4.5,0
01/01/2020 01:09:09,01/01/2020 01:15:19,1,0.52,No,263,262,-5,0
01/01/2020 01:57:05,01/01/2020 02:28:25,1,0,No,243,246,28.2,0
01/01/2020 01:07:02,01/01/2020 01:19:04,0,2.2,No,234,229,10,2.76
01/01/2020 01:20:04,01/01/2020 01:24:51,0,1.2,No,229,141,6,1.5
01/01/2020 01:34:55,01/01/2020 01:52:03,0,2.8,No,233,239,13,3.35
01/01/2020 01:54:00,01/01/2020 02:45:25,0,10.7,No,239,89,39.5,0
01/01/2020 01:16:04,01/01/2020 01:33:53,0,3.4,No,181,256,14.5,0
01/01/2020 01:28:13,01/01/2020 01:38:29,0,2.4,No,107,141,10,2.75
01/01/2020 01:09:56,01/01/2020 01:10:00,1,0,No,79,79,20,6.09
01/01/2020 01:08:38,01/01/2020 01:35:05,1,0,No,17,39,22.2,0
01/01/2020 01:21:39,01/01/2020 01:40:45,0,10,No,132,265,32.5,0
01/01/2020 01:09:23,01/01/2020 01:26:12,0,4.9,No,13,148,17.5,1
01/01/2020 01:27:21,01/01/2020 01:34:42,0,0.6,No,148,148,6,0
01/01/2020 01:35:36,01/01/2020 01:40:08,0,0.6,No,148,79,4.5,1.65
01/01/2020 01:49:37,01/01/2020 02:08:36,0,4.7,No,79,237,16,5.9
07/05/2020 16:54:22,07/05/2020 17:41:31,1,0,No,152,63,40.2,0
01/01/2020 01:00:12,01/01/2020 01:36:55,0,2.7,No,48,234,22,2
01/01/2020 01:40:06,01/01/2020 01:41:10,0,0.2,No,234,234,3,0
01/01/2020 01:43:17,01/01/2020 02:09:36,0,4.8,No,234,97,20,3
01/01/2020 01:13:38,01/01/2020 01:34:46,1,0,No,49,26,28.2,0
07/12/2020 23:55:27,07/12/2020 23:56:07,1,0,No,145,145,16,0
01/01/2020 01:12:38,01/01/2020 01:13:02,4,0,No,236,236,19.5,3
01/01/2020 01:08:41,01/01/2020 01:08:47,1,0,No,140,140,-52,0
01/01/2020 01:28:07,01/01/2020 02:18:28,1,0,No,165,69,49.2,0
01/01/2020 01:12:28,01/01/2020 01:22:31,0,2.9,No,24,244,11,2.45
01/01/2020 01:35:36,01/01/2020 01:48:03,0,2.7,Yes,166,244,11.5,2.55
07/13/2020 05:38:04,07/13/2020 05:44:20,1,0,No,262,75,11.2,0
01/01/2020 01:35:23,01/01/2020 01:39:19,0,1.7,No,162,263,6.5,2.05
01/01/2020 01:19:10,01/01/2020 01:49:02,0,6.7,No,263,82,25,5.75
01/01/2020 01:00:38,01/01/2020 01:00:40,4,0,No,140,140,19.8,4.12
01/01/2020 01:50:20,01/01/2020 01:52:16,1,0,No,79,79,160,0
01/01/2020 01:14:16,01/01/2020 01:18:22,0,0.3,No,232,79,4.5,1.65
01/01/2020 01:32:59,01/01/2020 01:33:02,2,0,No,264,264,75,15.06
01/01/2020 01:24:57,01/01/2020 01:24:59,2,0,No,264,264,58,11.76
07/13/2020 13:08:31,07/13/2020 13:16:25,1,0,No,140,233,14.03,0
01/01/2020 01:52:13,01/01/2020 02:11:55,0,4.2,No,189,80,16.5,3.56
01/01/2020 01:14:32,01/01/2020 01:23:57,2,0,No,164,186,7,1
07/13/2020 15:17:58,07/13/2020 16:23:03,1,0,No,170,10,36.2,0
01/01/2020 01:05:53,01/01/2020 01:13:54,0,1.4,No,152,24,7.5,0
01/01/2020 01:22:17,01/01/2020 01:27:15,0,1,No,238,151,5.5,0
01/01/2020 00:59:08,01/01/2020 01:00:41,6,0.16,No,137,137,-3,0
07/28/2020 09:02:59,07/28/2020 09:08:19,0,0.5,No,43,43,5.5,0
01/01/2020 01:48:39,01/01/2020 01:49:33,1,0,No,107,107,-2.5,0
07/28/2020 10:09:08,07/28/2020 10:09:10,1,0,No,26,26,2.5,0
01/01/2020 01:10:33,01/01/2020 01:28:24,0,4.3,No,112,61,16.5,4.45
01/01/2020 01:41:49,01/01/2020 01:43:56,3,0.12,No,229,229,-3.5,0
01/01/2020 01:04:30,01/01/2020 01:08:36,1,0.99,No,140,229,-5.5,0
01/01/2020 01:10:41,01/01/2020 01:16:31,1,0.65,No,229,162,-5,0
01/01/2020 01:53:18,01/01/2020 01:54:23,1,0.15,No,162,170,-3,0
01/01/2020 01:11:45,01/01/2020 01:46:17,1,0,No,61,55,32.2,0
01/01/2020 01:09:36,01/01/2020 01:24:04,0,1.9,No,107,148,10.5,0
01/01/2020 01:26:10,01/01/2020 01:40:58,0,2.8,No,148,90,12.5,3.25
01/01/2020 01:42:28,01/01/2020 02:07:19,0,2.8,No,68,148,16.5,0
01/01/2020 01:01:49,01/01/2020 01:38:48,1,0,No,41,18,22.2,0
07/28/2020 10:54:44,07/28/2020 11:22:52,1,0,No,170,61,26.2,0
01/01/2020 01:50:19,01/01/2020 02:01:27,1,2.63,No,49,61,-10.5,0
01/01/2020 01:16:49,01/01/2020 01:39:30,1,5.37,No,141,119,-19,0
01/01/2020 01:27:48,01/01/2020 01:27:51,1,0,No,148,264,50,0
01/01/2020 01:20:59,01/01/2020 01:39:11,0,3.3,No,170,239,14.5,3.66
01/01/2020 01:40:00,01/01/2020 02:02:33,0,3.1,No,239,186,16,3.95
01/01/2020 01:49:37,01/01/2020 01:49:37,1,0,Yes,145,264,4.5,0
01/01/2020 01:03:15,01/01/2020 01:13:12,0,1.8,No,25,66,9,3.05
01/01/2020 01:25:03,01/01/2020 01:31:23,0,1.2,No,41,166,6.5,0
01/01/2020 01:49:05,01/01/2020 02:08:10,0,4.8,No,48,42,17.5,4.25
01/01/2020 01:49:43,01/01/2020 02:16:53,1,0,No,75,219,42.2,0
01/01/2020 01:19:20,01/01/2020 01:21:20,0,0.5,No,263,236,4,0
01/01/2020 01:10:44,01/01/2020 01:26:30,0,3,No,151,140,13,3.36
01/01/2020 01:32:38,01/01/2020 01:35:14,0,0.1,No,229,229,3.5,0
01/01/2020 01:37:22,01/01/2020 01:47:32,0,1.9,No,229,234,9,2.25
01/01/2020 01:50:04,01/01/2020 02:01:27,0,1.5,No,90,79,9,2.55
01/01/2020 01:18:56,01/01/2020 01:20:47,1,0.42,No,125,231,-3.5,0
07/28/2020 11:37:49,07/28/2020 11:59:21,1,0,No,141,157,22.2,0
01/01/2020 01:13:55,01/01/2020 01:19:52,0,1.7,No,264,263,7.5,1
01/01/2020 01:25:08,01/01/2020 01:37:07,0,2.3,No,263,137,10.5,2.85
01/01/2020 01:40:04,01/01/2020 02:00:25,0,4.5,No,107,25,17.5,2.5
01/01/2020 01:08:14,01/01/2020 01:10:14,2,0.24,No,42,42,-3.5,-0.8
01/01/2020 01:39:21,01/01/2020 01:42:49,0,0.9,No,236,141,5,0
01/01/2020 01:54:30,01/01/2020 02:28:53,1,0,No,238,257,36.2,0
01/01/2020 01:02:58,01/01/2020 01:03:04,1,0,No,249,249,13.5,0
01/01/2020 01:24:16,01/01/2020 01:49:57,0,4.9,No,234,75,19.5,6.95
01/01/2020 01:33:19,01/01/2020 01:33:57,1,0,No,48,48,11,2.8
01/01/2020 01:04:36,01/01/2020 01:06:21,0,0.3,No,79,79,3.5,2.5
01/01/2020 01:27:52,01/01/2020 01:32:41,0,0.6,No,164,170,5,1.75
01/01/2020 01:11:23,01/01/2020 01:36:47,0,5.8,No,164,87,22.5,0
01/01/2020 01:39:59,01/01/2020 01:55:51,0,4.4,No,88,246,16,10
01/01/2020 01:50:07,01/01/2020 01:50:07,1,0,No,162,264,5,0
01/01/2020 01:44:42,01/01/2020 01:49:34,0,0.8,No,236,236,5.5,0
01/01/2020 01:52:14,01/01/2020 01:59:03,0,1.1,No,236,141,6.5,0
01/01/2020 01:06:30,01/01/2020 01:34:42,0,4,No,236,107,19.5,3.5
01/01/2020 01:48:31,01/01/2020 02:14:05,0,5.8,No,231,236,21.5,2
01/01/2020 01:37:20,01/01/2020 01:49:27,0,2.1,No,137,162,10,0
01/01/2020 01:29:08,01/01/2020 01:43:28,0,2.5,No,239,75,12,3.16
01/01/2020 01:47:20,01/01/2020 01:49:33,0,0.4,No,236,236,4,1.56
01/01/2020 01:38:28,01/01/2020 01:56:56,0,3.9,No,246,87,16,0
01/01/2020 01:49:25,01/01/2020 01:49:46,3,0,No,265,265,75,5
01/01/2020 01:26:55,01/01/2020 01:29:57,0,0.1,No,230,163,3.5,0
01/01/2020 01:26:20,01/01/2020 01:46:16,1,5.78,No,141,144,-20,0
01/01/2020 01:56:04,01/01/2020 01:56:07,1,0,No,140,140,17,5.19
01/01/2020 01:51:36,01/01/2020 02:01:20,0,1.6,No,107,246,8.5,2.45
01/01/2020 01:17:03,01/01/2020 01:29:48,0,2.4,No,80,36,10.5,3
01/01/2020 01:34:16,01/01/2020 01:51:38,0,5.6,No,36,134,18.5,4.95
07/28/2020 11:59:40,07/28/2020 12:22:57,1,0,No,232,42,28.2,0
01/01/2020 01:33:10,01/01/2020 01:33:11,2,0,No,264,264,14.3,2.92
07/04/2020 21:22:00,07/04/2020 21:37:00,,3.03,Yes,116,74,21.95,2.75
01/01/2020 01:50:41,01/01/2020 02:34:05,4,16.38,No,68,265,-50,0
01/01/2020 01:13:46,01/01/2020 01:20:25,0,1,No,237,140,6.5,1.55
01/01/2020 01:21:58,01/01/2020 01:29:51,0,1,Yes,140,141,7,0
01/01/2020 01:35:19,01/01/2020 01:45:37,0,2.2,No,140,75,10,3
01/01/2020 01:54:59,01/01/2020 02:06:56,0,1.9,No,142,141,10,2.75
01/01/2020 01:39:12,01/01/2020 02:06:43,1,0,No,80,123,30.2,0
01/01/2020 01:37:29,01/01/2020 02:18:13,1,0,No,102,232,28.2,0
01/01/2020 01:07:37,01/01/2020 01:28:12,0,3,No,161,144,15,3.75
01/01/2020 01:29:24,01/01/2020 01:42:59,0,2.1,No,144,170,10.5,2
01/01/2020 01:45:13,01/01/2020 02:02:22,0,2.8,No,170,142,13,1
01/01/2020 01:42:30,01/01/2020 01:43:03,1,0,No,265,265,20,5.05
01/01/2020 01:59:48,01/01/2020 02:01:07,1,0,No,68,48,3,0
07/04/2020 21:06:00,07/04/2020 21:09:00,,1,Yes,48,48,14.95,2.75
01/01/2020 01:32:16,01/01/2020 01:32:22,1,0,No,246,68,52,0
01/01/2020 01:57:53,01/01/2020 02:00:55,0,0.3,No,163,48,4,3
01/01/2020 01:07:15,01/01/2020 01:07:39,1,0,No,48,48,70,0
01/01/2020 01:29:53,01/01/2020 01:59:28,1,0,No,225,74,32.2,0
01/01/2020 01:14:44,01/01/2020 01:14:44,0,0,No,90,264,9,0
01/01/2020 01:37:02,01/01/2020 01:37:08,0,0,No,25,25,2.5,18
01/01/2020 01:43:32,01/01/2020 01:43:32,0,0,Yes,25,264,5.5,0
01/01/2020 01:52:47,01/01/2020 02:17:25,1,10.85,No,236,18,-31.5,0
01/01/2020 01:21:38,01/01/2020 01:22:02,1,0,No,68,68,2.5,0
01/01/2020 01:08:18,01/01/2020 01:13:11,0,1.5,No,237,75,6.5,0
01/01/2020 01:23:58,01/01/2020 01:38:20,0,2.5,No,237,238,12,2
01/01/2020 01:53:14,01/01/2020 02:19:33,0,5.7,No,239,243,21,4.96
01/01/2020 01:07:04,01/01/2020 01:24:01,1,2.48,No,263,143,-12.5,0
01/01/2020 01:46:27,01/01/2020 01:46:33,1,0,No,43,43,2.5,0
01/01/2020 01:47:01,01/01/2020 01:47:17,1,0,No,43,41,2.5,15
01/01/2020 01:01:54,01/01/2020 01:10:17,2,1.86,No,229,236,-8,0
01/01/2020 01:39:09,01/01/2020 01:39:15,1,0,No,264,264,11.3,0
01/01/2020 01:23:25,01/01/2020 01:49:08,0,3.4,No,50,114,17.5,4.25
01/01/2020 01:50:40,01/01/2020 02:22:34,0,5.1,No,114,140,23.5,3
01/01/2020 01:08:26,01/01/2020 01:09:37,2,0,No,265,265,60,10
01/01/2020 00:55:08,01/01/2020 00:56:11,1,0,No,107,107,-3,0
01/01/2020 01:48:54,01/01/2020 01:49:03,2,0,No,144,144,8,0.08
01/01/2020 01:42:56,01/01/2020 01:43:07,1,0,No,246,246,35,7.56
01/01/2020 01:46:17,01/01/2020 02:20:18,1,0,No,25,202,24.2,0
07/04/2020 21:54:00,07/04/2020 22:07:00,,2.62,Yes,137,145,8.3,4.28
07/04/2020 21:37:00,07/04/2020 22:04:00,,6.61,Yes,231,36,32.45,2.75
01/01/2020 01:27:37,01/01/2020 02:05:40,1,0,No,76,51,40.2,0
01/01/2020 01:23:57,01/01/2020 01:33:07,0,1.1,No,237,262,7.5,2.25
01/01/2020 01:48:32,01/01/2020 01:53:48,0,0.6,No,161,229,5.5,0
01/01/2020 01:13:17,01/01/2020 01:16:59,1,0,No,137,137,4,0
01/01/2020 01:40:45,01/01/2020 02:06:02,1,0,No,75,82,24.2,0
07/04/2020 21:11:00,07/04/2020 21:23:00,,4.75,Yes,208,147,25.45,2.75
01/01/2020 01:18:31,01/01/2020 01:29:08,0,2.3,Yes,142,151,10,4.1
01/01/2020 01:31:34,01/01/2020 01:43:48,0,2.7,Yes,151,244,11.5,2.55
07/04/2020 21:26:00,07/04/2020 21:45:00,,2.83,Yes,147,235,25.45,2.75
01/01/2020 01:47:37,01/01/2020 01:48:08,1,0,No,246,246,2.5,0
01/01/2020 01:07:45,01/01/2020 01:14:46,0,1.1,No,233,137,6.5,1.5
01/01/2020 01:06:48,01/01/2020 01:26:29,1,0,No,42,51,28.2,0
01/01/2020 01:00:38,01/01/2020 01:07:01,0,0.7,No,211,114,5.5,1.4
01/01/2020 01:09:04,01/01/2020 01:15:07,0,0.9,No,114,79,6,0
01/01/2020 01:17:25,01/01/2020 01:43:42,0,4.9,Yes,4,236,20,4
01/01/2020 01:47:19,01/01/2020 01:51:36,0,0.6,No,263,262,5,1
01/01/2020 01:53:33,01/01/2020 02:08:45,0,2.8,No,262,151,12,3.15
01/01/2020 01:01:23,01/01/2020 01:19:21,0,4.4,No,41,235,16.5,0
01/01/2020 01:52:37,01/01/2020 01:52:39,1,0,No,264,264,19,3.86
01/01/2020 01:29:55,01/01/2020 01:31:38,0,0.4,No,246,246,3.5,0
01/01/2020 01:01:16,01/01/2020 01:14:49,0,8,Yes,48,243,23.5,6.83
01/01/2020 01:15:38,01/01/2020 01:22:04,0,1.1,No,243,243,6.5,0
01/01/2020 01:50:11,01/01/2020 02:06:31,0,3.1,No,48,141,13,0
01/01/2020 01:34:05,01/01/2020 01:41:06,0,1.1,No,229,237,6.5,2.05
01/01/2020 01:42:29,01/01/2020 01:43:10,1,0,No,264,264,25,0
07/04/2020 21:15:05,07/04/2020 21:39:18,,0,Yes,41,246,19.2,2.3
07/04/2020 21:20:00,07/04/2020 22:06:00,,19.62,Yes,170,55,45.6,2.75
01/01/2020 01:27:34,01/01/2020 01:28:40,1,0,No,265,264,170,34.16
01/01/2020 01:36:33,01/01/2020 01:49:17,0,2.6,No,231,33,11,4.4
01/01/2020 01:42:35,01/01/2020 01:44:33,3,0.75,No,263,236,-4,0
01/01/2020 01:13:10,01/01/2020 01:18:05,0,1,No,48,143,5.5,1.85
01/01/2020 01:32:33,01/01/2020 01:43:26,0,1.2,No,48,68,8,11.8
01/01/2020 01:47:25,01/01/2020 02:03:19,0,2.8,No,68,211,12.5,3.25
01/01/2020 01:01:50,01/01/2020 01:26:11,1,0,No,160,141,30.13,0
01/01/2020 01:57:45,01/01/2020 01:58:30,2,0,No,50,50,2.5,0
01/01/2020 01:28:52,01/01/2020 01:30:52,1,0,No,108,108,28.2,0
01/01/2020 01:41:32,01/01/2020 01:43:05,1,0.11,No,142,142,-3,0
01/01/2020 01:50:03,01/01/2020 01:50:41,1,0,No,234,164,2.5,0
01/01/2020 01:35:39,01/01/2020 01:35:39,1,0,Yes,249,264,2.5,0
07/04/2020 21:49:00,07/04/2020 22:24:00,,19.37,Yes,35,119,40.45,2.75
01/01/2020 01:40:36,01/01/2020 01:42:14,1,0.52,No,237,236,-3.5,0
01/01/2020 01:02:55,01/01/2020 01:07:57,3,0,No,48,48,5,2
01/01/2020 01:43:15,01/01/2020 02:31:54,1,0,No,22,238,49.2,0
01/01/2020 01:43:22,01/01/2020 02:38:50,1,0,No,55,238,52.2,0
01/01/2020 01:27:02,01/01/2020 01:56:07,1,0,No,7,205,32.2,0
01/01/2020 01:44:12,01/01/2020 01:45:02,2,0,No,170,164,2.5,1.25
01/01/2020 01:05:19,01/01/2020 01:30:18,0,4.1,No,181,79,19,5.7
01/01/2020 01:31:28,01/01/2020 01:34:57,0,0.8,No,79,107,5,0.97
01/01/2020 01:36:55,01/01/2020 01:51:50,0,2.5,No,224,163,11,0
01/01/2020 01:58:06,01/01/2020 02:09:41,0,1.9,No,163,164,9.5,0
01/01/2020 01:06:43,01/01/2020 01:07:02,1,0,No,37,37,2.5,38
01/01/2020 01:08:47,01/01/2020 01:28:26,0,3.5,No,163,114,15.5,2
07/04/2020 21:50:53,07/04/2020 22:41:59,,27.94,Yes,159,206,66.35,0
07/04/2020 21:27:00,07/04/2020 21:45:00,,6.71,Yes,74,145,18.32,1
01/01/2020 01:02:30,01/01/2020 01:55:28,1,0,No,42,35,42.2,0
01/01/2020 01:33:41,01/01/2020 01:33:50,1,0,No,143,143,25,5.56
01/01/2020 01:30:28,01/01/2020 01:35:31,0,1.2,No,79,170,6,0
